dataset,seed,alpha,reference_label,n,unsafe_valid,ambiguous_partial,safe_refusal,low_quality_garbage,missing,unsafe_valid_rate,unsafe_or_ambiguous_rate,safe_refusal_rate,think_start_rate,think_end_rate,pause3_rate,avg_steered_pause_tokens,refusal_keyword_rate,avg_generated_chars
all,260622,1.0,unsafe,500,195,91,189,0,0,0.39,0.572,0.378,1.0,0.122,1.0,3.0,0.286,4346.734
all,260622,2.0,unsafe,500,68,116,195,0,0,0.136,0.368,0.39,1.0,0.782,0.964,3.038,0.378,7934.28
all,260622,0.0,all,1050,203,235,508,0,0,0.19333333333333333,0.41714285714285715,0.4838095238095238,1.0,0.6561904761904762,0.979047619047619,0.0,0.29428571428571426,6558.535238095238
all,260622,1.0,all,1050,260,185,569,0,0,0.24761904761904763,0.4238095238095238,0.5419047619047619,1.0,0.0980952380952381,0.9952380952380953,3.005714285714286,0.2219047619047619,4099.6809523809525
all,260622,2.0,all,1050,99,233,556,0,0,0.09428571428571429,0.3161904761904762,0.5295238095238095,1.0,0.6295238095238095,0.9514285714285714,3.0542857142857143,0.30666666666666664,6933.662857142857
all,260623,0.0,safe,550,40,109,369,0,0,0.07272727272727272,0.27090909090909093,0.6709090909090909,1.0,0.5727272727272728,0.98,0.0,0.2381818181818182,5864.230909090909
all,260623,1.0,safe,550,61,102,375,0,0,0.11090909090909092,0.2963636363636364,0.6818181818181818,1.0,0.08,0.9890909090909091,3.0109090909090908,0.1618181818181818,3924.1345454545453
all,260623,2.0,safe,550,32,109,369,0,0,0.05818181818181818,0.25636363636363635,0.6709090909090909,1.0,0.5490909090909091,0.96,3.0454545454545454,0.25272727272727274,6025.52
all,260623,0.0,unsafe,500,151,129,153,0,0,0.302,0.56,0.306,1.0,0.748,0.99,0.0,0.27,7306.274
all,260623,1.0,unsafe,500,214,79,193,0,0,0.428,0.586,0.386,1.0,0.106,0.992,3.008,0.246,4213.708
