run	source	kind	arm	model_name	position	layer	policy	split	threshold_source	diagnostic_only	n	n_positive	n_negative	threshold	balanced_accuracy	balanced_accuracy_ci_low	balanced_accuracy_ci_high	n_bootstrap_valid	accuracy	auroc	f1	precision	recall	fpr	positive_rate
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_128	14	oracle_test_ba_max	test	test_labels	True	4034	2019	2015	0.46514470875263214	0.7522920591846441	0.739677801306361	0.7638347126920015		0.7523549826474962	0.8252482311342495	0.7672955974842768	0.7242744063324539	0.8157503714710252	0.31116625310173696	0.563708477937531
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	current_prediction	val	stored_predictions	False	124	62	62		0.8387096774193548				0.8387096774193549	0.9258584807492195	0.8484848484848485	0.8	0.9032258064516129	0.22580645161290322	0.5645161290322581
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	current_prediction	test	stored_predictions	False	4038	2019	2019		0.8504210004952947	0.8393945022288262	0.8604569093610699		0.8504210004952947	0.9181301656060393	0.8629142078983205	0.796397151235861	0.9415552253590886	0.24071322436849926	0.591134224863794
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	platt_0p5	val	validation_calibrator	False	124	62	62	0.5	0.846774193548387				0.8467741935483871	0.9258584807492195	0.8549618320610687	0.8115942028985508	0.9032258064516129	0.20967741935483872	0.5564516129032258
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	platt_0p5	test	validation_calibrator	False	4038	2019	2019	0.5	0.8519068845963349	0.841505695889054	0.86119985141159		0.8519068845963348	0.9181301656060393	0.8625919117647058	0.8045435062151736	0.9296681525507677	0.22585438335809807	0.5777612679544328
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	val_ba_max	val	validation_labels	False	124	62	62	0.5395734290478729	0.8790322580645161				0.8790322580645161	0.9258584807492195	0.8818897637795275	0.8615384615384616	0.9032258064516129	0.14516129032258066	0.5241935483870968
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	val_ba_max	test	validation_labels	False	4038	2019	2019	0.5395734290478729	0.8509162951956415	0.8407627538385338	0.8616951461119366		0.8509162951956414	0.9181301656060393	0.8578847969782813	0.8195760036084799	0.8999504705299654	0.1981178801386825	0.549034175334324
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	test_score_median_transductive	test	test_scores_unlabeled	False	4038	2019	2019	0.5738609786500688	0.8424962852897474	0.8308568598315997	0.8524145616641902		0.8424962852897474	0.9181301656060393	0.8424962852897474	0.8424962852897474	0.8424962852897474	0.1575037147102526	0.5
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	surface_selected	char_tfidf	cot_128	14	oracle_test_ba_max	test	test_labels	True	4038	2019	2019	0.5163255633308352	0.8531451213472017	0.8423662704309063	0.8634286775631501		0.8531451213472016	0.9181301656060393	0.8633325651071676	0.8073275862068966	0.9276869737493809	0.2213967310549777	0.5745418524021793
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	current_prediction	val	stored_predictions	False	124	62	62		0.7096774193548387				0.7096774193548387	0.7754942767950053	0.6949152542372882	0.7321428571428571	0.6612903225806451	0.24193548387096775	0.45161290322580644
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	current_prediction	test	stored_predictions	False	4038	2019	2019		0.8125309559187717	0.7996532937097574	0.8231921743437345		0.8125309559187717	0.878880943076435	0.8144152978671243	0.8063106796116505	0.8226844972758791	0.1976225854383358	0.5101535413571074
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	platt_0p5	val	validation_calibrator	False	124	62	62	0.5	0.7096774193548387				0.7096774193548387	0.7754942767950053	0.6949152542372882	0.7321428571428571	0.6612903225806451	0.24193548387096775	0.45161290322580644
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	platt_0p5	test	validation_calibrator	False	4038	2019	2019	0.5	0.8150074294205052	0.804098563645369	0.8259039128281327		0.8150074294205052	0.878880943076435	0.8178493050475494	0.8054755043227666	0.8306092124814265	0.20059435364041606	0.5156017830609212
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	val_ba_max	val	validation_labels	False	124	62	62	0.3340388557754599	0.7258064516129032				0.7258064516129032	0.7754942767950053	0.7605633802816901	0.675	0.8709677419354839	0.41935483870967744	0.6451612903225806
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	val_ba_max	test	validation_labels	False	4038	2019	2019	0.3340388557754599	0.786775631500743	0.7751362060425953	0.7984150569588906		0.7867756315007429	0.878880943076435	0.8125408229915089	0.7249417249417249	0.924219910846954	0.35066864784546803	0.637444279346211
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	test_score_median_transductive	test	test_scores_unlabeled	False	4038	2019	2019	0.5153034732279964	0.812778603268945	0.8008915304606241	0.8244180287270926		0.812778603268945	0.878880943076435	0.812778603268945	0.812778603268945	0.812778603268945	0.18722139673105498	0.5
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	length_only	length_only	cot_128	14	oracle_test_ba_max	test	test_labels	True	4038	2019	2019	0.490360588272732	0.8150074294205052	0.8048538880633977	0.8272721644378405		0.8150074294205052	0.878880943076435	0.8179380940775043	0.8051823416506718	0.8311045071817732	0.20108964834076276	0.516097077761268
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	current_prediction	val	stored_predictions	False	264	132	132		0.5795454545454546				0.5795454545454546	0.7997015610651974	0.32727272727272727	0.8181818181818182	0.20454545454545456	0.045454545454545456	0.125
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	current_prediction	test	stored_predictions	False	304	152	152		0.5921052631578948	0.5574835526315789	0.6282894736842105		0.5921052631578947	0.8100978185595568	0.38613861386138615	0.78	0.2565789473684211	0.07236842105263158	0.16447368421052633
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	platt_0p5	val	validation_calibrator	False	264	132	132	0.5	0.7045454545454546				0.7045454545454546	0.7997015610651974	0.7291666666666666	0.6730769230769231	0.7954545454545454	0.38636363636363635	0.5909090909090909
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	platt_0p5	test	validation_calibrator	False	304	152	152	0.5	0.7401315789473684	0.6875	0.7879111842105263		0.7401315789473685	0.8100978185595568	0.7696793002915452	0.6910994764397905	0.868421052631579	0.3881578947368421	0.6282894736842105
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	val_ba_max	val	validation_labels	False	264	132	132	0.25548431277275085	0.7272727272727273				0.7272727272727273	0.7997015610651974	0.7777777777777778	0.65625	0.9545454545454546	0.5	0.7272727272727273
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	val_ba_max	test	validation_labels	False	304	152	152	0.25548431277275085	0.7532894736842106	0.7153782894736842	0.7927631578947368		0.7532894736842105	0.8100978185595568	0.7899159663865546	0.6878048780487804	0.9276315789473685	0.42105263157894735	0.6743421052631579
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	test_score_median_transductive	test	test_scores_unlabeled	False	304	152	152	0.6400883197784424	0.743421052631579	0.6973684210526316	0.7879111842105263		0.743421052631579	0.8100978185595568	0.743421052631579	0.743421052631579	0.743421052631579	0.2565789473684211	0.5
stage1b_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	linear	hidden	hidden_probe	cot_4	20	oracle_test_ba_max	test	test_labels	True	304	152	152	0.3835507035255432	0.7598684210526316	0.7171052631578947	0.7977796052631578		0.7598684210526315	0.8100978185595568	0.7943661971830986	0.6945812807881774	0.9276315789473685	0.40789473684210525	0.6677631578947368
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	current_prediction	val	stored_predictions	False	196	98	98		0.596938775510204				0.5969387755102041	0.8293419408579759	0.35772357723577236	0.88	0.22448979591836735	0.030612244897959183	0.12755102040816327
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	current_prediction	test	stored_predictions	False	670	335	335		0.5149253731343284	0.5059701492537313	0.526865671641791		0.5149253731343284	0.6792158609935397	0.07407407407407407	0.8125	0.03880597014925373	0.008955223880597015	0.023880597014925373
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	platt_0p5	val	validation_calibrator	False	196	98	98	0.5	0.7551020408163265				0.7551020408163265	0.8293419408579759	0.7913043478260869	0.6893939393939394	0.9285714285714286	0.41836734693877553	0.673469387755102
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	platt_0p5	test	validation_calibrator	False	670	335	335	0.5	0.6388059701492537	0.6044776119402985	0.675410447761194		0.6388059701492538	0.6792158609935397	0.6581920903954802	0.6246648793565683	0.6955223880597015	0.417910447761194	0.5567164179104478
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	val_ba_max	val	validation_labels	False	196	98	98	0.5873050689697266	0.7806122448979592				0.7806122448979592	0.8293419408579759	0.8071748878923767	0.72	0.9183673469387755	0.35714285714285715	0.6377551020408163
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	val_ba_max	test	validation_labels	False	670	335	335	0.5873050689697266	0.6417910447761194	0.6066791044776119	0.6746268656716419		0.6417910447761194	0.6792158609935397	0.6417910447761194	0.6417910447761194	0.6417910447761194	0.3582089552238806	0.5
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	test_score_median_transductive	test	test_scores_unlabeled	False	670	335	335	0.5873200297355652	0.6417910447761194	0.6051865671641792	0.6746268656716419		0.6417910447761194	0.6792158609935397	0.6417910447761194	0.6417910447761194	0.6417910447761194	0.3582089552238806	0.5
stage1b_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	linear	hidden	hidden_probe	cot_7	32	oracle_test_ba_max	test	test_labels	True	670	335	335	0.4933405965566635	0.6582089552238806	0.6253731343283582	0.6940298507462687		0.6582089552238806	0.6792158609935397	0.6950732356857523	0.6274038461538461	0.7791044776119403	0.4626865671641791	0.6208955223880597
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	current_prediction	val	stored_predictions	False	208	104	104		0.6923076923076923				0.6923076923076923	0.8579419378698225	0.5844155844155844	0.9	0.4326923076923077	0.04807692307692308	0.2403846153846154
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	current_prediction	test	stored_predictions	False	554	277	277		0.6119133574007221	0.5794223826714802	0.6389891696750902		0.6119133574007221	0.7461129429550757	0.45843828715365237	0.7583333333333333	0.3285198555956679	0.10469314079422383	0.21660649819494585
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	platt_0p5	val	validation_calibrator	False	208	104	104	0.5	0.7788461538461539				0.7788461538461539	0.8579419378698225	0.7964601769911505	0.7377049180327869	0.8653846153846154	0.3076923076923077	0.5865384615384616
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	platt_0p5	test	validation_calibrator	False	554	277	277	0.5	0.6859205776173285	0.6552346570397112	0.7184115523465704		0.6859205776173285	0.7461129429550757	0.728125	0.6418732782369146	0.8411552346570397	0.4693140794223827	0.6552346570397112
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	val_ba_max	val	validation_labels	False	208	104	104	0.5636773705482483	0.7932692307692308				0.7932692307692307	0.8579419378698225	0.8036529680365296	0.7652173913043478	0.8461538461538461	0.25961538461538464	0.5528846153846154
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	val_ba_max	test	validation_labels	False	554	277	277	0.5636773705482483	0.6714801444043321	0.6389891696750902	0.7031137184115523		0.6714801444043321	0.7461129429550757	0.7016393442622951	0.6426426426426426	0.7725631768953068	0.4296028880866426	0.6010830324909747
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	test_score_median_transductive	test	test_scores_unlabeled	False	554	277	277	0.6349698603153229	0.6642599277978339	0.6335740072202165	0.6985559566787003		0.6642599277978339	0.7461129429550757	0.6642599277978339	0.6642599277978339	0.6642599277978339	0.33574007220216606	0.5
stage1b_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	linear	hidden	hidden_probe	cot_4	20	oracle_test_ba_max	test	test_labels	True	554	277	277	0.4426461309194565	0.6913357400722021	0.659702166064982	0.720216606498195		0.6913357400722022	0.7461129429550757	0.7436281859070465	0.6358974358974359	0.8953068592057761	0.5126353790613718	0.703971119133574
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	current_prediction	val	stored_predictions	False	124	62	62		0.6290322580645161				0.6290322580645161	0.7302289281997919	0.4523809523809524	0.8636363636363636	0.3064516129032258	0.04838709677419355	0.1774193548387097
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	current_prediction	test	stored_predictions	False	4038	2019	2019		0.6352154531946508	0.62481426448737	0.6464895988112926		0.6352154531946508	0.7817896893822701	0.5289414774544292	0.7463898916967509	0.4096087171867261	0.13917781079742447	0.2743932639920753
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	platt_0p5	val	validation_calibrator	False	124	62	62	0.5	0.6209677419354839				0.6209677419354839	0.7302289281997919	0.6299212598425197	0.6153846153846154	0.6451612903225806	0.4032258064516129	0.5241935483870968
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	platt_0p5	test	validation_calibrator	False	4038	2019	2019	0.5	0.7357602773650322	0.7237431896978702	0.7477773650321942		0.7357602773650322	0.7817896893822701	0.7756989699390372	0.6738495252008766	0.9138187221396731	0.4422981674096087	0.678058444774641
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	val_ba_max	val	validation_labels	False	124	62	62	0.545263022184372	0.6774193548387097				0.6774193548387096	0.7302289281997919	0.6551724137931034	0.7037037037037037	0.6129032258064516	0.25806451612903225	0.43548387096774194
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	val_ba_max	test	validation_labels	False	4038	2019	2019	0.545263022184372	0.7288261515601784	0.7163137691926696	0.7407132243684993		0.7288261515601783	0.7817896893822701	0.7549787424479749	0.6885714285714286	0.8355621594848935	0.3779098563645369	0.6067360079247152
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	test_score_median_transductive	test	test_scores_unlabeled	False	4038	2019	2019	0.6045478284358978	0.70827142149579	0.6948984645864289	0.7195455671124319		0.70827142149579	0.7817896893822701	0.70827142149579	0.70827142149579	0.70827142149579	0.29172857850421	0.5
stage1b_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	linear	hidden	hidden_probe	cot_4	18	oracle_test_ba_max	test	test_labels	True	4038	2019	2019	0.44413816928863525	0.7372461614660724	0.725594353640416	0.7478949975235265		0.7372461614660724	0.7817896893822701	0.7783580530603719	0.6730491329479769	0.9227340267459139	0.4482417038137692	0.6854878652798415
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		current_prediction	val	stored_predictions	False	264	132	132		0.6212121212121212				0.6212121212121212	0.7988980716253444	0.4318181818181818	0.8636363636363636	0.2878787878787879	0.045454545454545456	0.16666666666666666
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		current_prediction	test	stored_predictions	False	304	152	152		0.6513157894736842	0.618421052631579	0.6907894736842105		0.6513157894736842	0.8332539819944599	0.5267857142857143	0.8194444444444444	0.3881578947368421	0.08552631578947369	0.23684210526315788
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		platt_0p5	val	validation_calibrator	False	264	132	132	0.5	0.7234848484848485				0.7234848484848485	0.7988980716253444	0.7558528428093646	0.6766467065868264	0.8560606060606061	0.4090909090909091	0.6325757575757576
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		platt_0p5	test	validation_calibrator	False	304	152	152	0.5	0.763157894736842	0.7203947368421053	0.805921052631579		0.7631578947368421	0.8332539819944599	0.7791411042944786	0.7298850574712644	0.8355263157894737	0.3092105263157895	0.5723684210526315
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		val_ba_max	val	validation_labels	False	264	132	132	0.28343379497528076	0.7386363636363636				0.7386363636363636	0.7988980716253444	0.7823343848580442	0.6702702702702703	0.9393939393939394	0.4621212121212121	0.7007575757575758
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		val_ba_max	test	validation_labels	False	304	152	152	0.28343379497528076	0.7532894736842106	0.7138157894736843	0.7894736842105263		0.7532894736842105	0.8332539819944599	0.7899159663865546	0.6878048780487804	0.9276315789473685	0.42105263157894735	0.6743421052631579
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		test_score_median_transductive	test	test_scores_unlabeled	False	304	152	152	0.6673739552497864	0.7467105263157895	0.7055098684210526	0.7894736842105263		0.7467105263157895	0.8332539819944599	0.7475409836065574	0.7450980392156863	0.75	0.2565789473684211	0.5032894736842105
stage1_natural_pairs_8b_a100_1x_loso_harmbench_standard	harmbench_standard	multilayer	hidden	hidden_probe	cot_4		oracle_test_ba_max	test	test_labels	True	304	152	152	0.48314815759658813	0.763157894736842	0.7269736842105263	0.8026315789473684		0.7631578947368421	0.8332539819944599	0.7906976744186046	0.7083333333333334	0.8947368421052632	0.3684210526315789	0.631578947368421
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		current_prediction	val	stored_predictions	False	196	98	98		0.6275510204081632				0.6275510204081632	0.8256976259891712	0.44274809160305345	0.8787878787878788	0.29591836734693877	0.04081632653061224	0.1683673469387755
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		current_prediction	test	stored_predictions	False	670	335	335		0.5223880597014925	0.5074626865671642	0.5373134328358209		0.5223880597014925	0.711258632212074	0.13513513513513514	0.7142857142857143	0.07462686567164178	0.029850746268656716	0.05223880597014925
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		platt_0p5	val	validation_calibrator	False	196	98	98	0.5	0.739795918367347				0.7397959183673469	0.8256976259891712	0.7649769585253456	0.6974789915966386	0.8469387755102041	0.3673469387755102	0.6071428571428571
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		platt_0p5	test	validation_calibrator	False	670	335	335	0.5	0.6626865671641791	0.6283582089552239	0.6955223880597015		0.6626865671641791	0.711258632212074	0.6412698412698413	0.6847457627118644	0.6029850746268657	0.27761194029850744	0.44029850746268656
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		val_ba_max	val	validation_labels	False	196	98	98	0.3794737607240677	0.7551020408163265				0.7551020408163265	0.8256976259891712	0.7983193277310925	0.6785714285714286	0.9693877551020408	0.45918367346938777	0.7142857142857143
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		val_ba_max	test	validation_labels	False	670	335	335	0.3794737607240677	0.6671641791044776	0.6343283582089552	0.702276119402985		0.6671641791044776	0.711258632212074	0.6907073509015257	0.6450777202072538	0.7432835820895523	0.408955223880597	0.5761194029850746
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		test_score_median_transductive	test	test_scores_unlabeled	False	670	335	335	0.5181504786014557	0.6656716417910448	0.6313432835820896	0.6977985074626865		0.6656716417910448	0.711258632212074	0.6656716417910448	0.6656716417910448	0.6656716417910448	0.33432835820895523	0.5
stage1_natural_pairs_8b_a100_1x_loso_reasoningshield	reasoningshield	multilayer	hidden	hidden_probe	cot_8		oracle_test_ba_max	test	test_labels	True	670	335	335	0.33127570152282715	0.6761194029850746	0.6417910447761194	0.708955223880597		0.6761194029850747	0.711258632212074	0.7055630936227951	0.6467661691542289	0.7761194029850746	0.42388059701492536	0.6
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		current_prediction	val	stored_predictions	False	208	104	104		0.7115384615384615				0.7115384615384616	0.8732895710059172	0.620253164556962	0.9074074074074074	0.47115384615384615	0.04807692307692308	0.25961538461538464
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		current_prediction	test	stored_predictions	False	554	277	277		0.6046931407942239	0.575812274368231	0.6353790613718411		0.6046931407942239	0.7363904130120293	0.4619164619164619	0.7230769230769231	0.33935018050541516	0.1299638989169675	0.23465703971119134
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		platt_0p5	val	validation_calibrator	False	208	104	104	0.5	0.7884615384615384				0.7884615384615384	0.8732895710059172	0.8053097345132744	0.7459016393442623	0.875	0.2980769230769231	0.5865384615384616
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		platt_0p5	test	validation_calibrator	False	554	277	277	0.5	0.667870036101083	0.6335740072202166	0.7003610108303249		0.6678700361010831	0.7363904130120293	0.695364238410596	0.6422018348623854	0.7581227436823105	0.4223826714801444	0.5902527075812274
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		val_ba_max	val	validation_labels	False	208	104	104	0.5009461045265198	0.7932692307692308				0.7932692307692307	0.8732895710059172	0.8122270742358079	0.744	0.8942307692307693	0.3076923076923077	0.6009615384615384
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		val_ba_max	test	validation_labels	False	554	277	277	0.5009461045265198	0.6841155234657039	0.6552346570397112	0.7166064981949458		0.6841155234657039	0.7363904130120293	0.7208931419457735	0.6457142857142857	0.8158844765342961	0.44765342960288806	0.631768953068592
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		test_score_median_transductive	test	test_scores_unlabeled	False	554	277	277	0.720405101776123	0.6462093862815884	0.6145758122743683	0.6787003610108303		0.6462093862815884	0.7363904130120293	0.6462093862815884	0.6462093862815884	0.6462093862815884	0.35379061371841153	0.5
stage1_natural_pairs_8b_a100_1x_loso_strongreject_full	strongreject_full	multilayer	hidden	hidden_probe	cot_4		oracle_test_ba_max	test	test_labels	True	554	277	277	0.39127808809280396	0.6949458483754513	0.6660649819494585	0.7247743682310469		0.6949458483754513	0.7363904130120293	0.7419847328244275	0.6428571428571429	0.8772563176895307	0.48736462093862815	0.6823104693140795
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	multilayer	hidden	hidden_probe	cot_8		current_prediction	val	stored_predictions	False	124	62	62		0.5806451612903226				0.5806451612903226	0.7124089490114465	0.3333333333333333	0.8125	0.20967741935483872	0.04838709677419355	0.12903225806451613
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	multilayer	hidden	hidden_probe	cot_8		current_prediction	test	stored_predictions	False	4038	2019	2019		0.549777117384844	0.5388806339772164	0.5595653789004458		0.549777117384844	0.7384635462855229	0.3002309468822171	0.6735751295336787	0.19316493313521546	0.09361069836552749	0.14338781575037146
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	multilayer	hidden	hidden_probe	cot_8		platt_0p5	val	validation_calibrator	False	124	62	62	0.5	0.6532258064516129				0.6532258064516129	0.7124089490114465	0.6504065040650406	0.6557377049180327	0.6451612903225806	0.3387096774193548	0.49193548387096775
stage1_natural_pairs_8b_a100_1x_loso_wildjailbreak_vanilla_harmful	wildjailbreak_vanilla_harmful	multilayer	hidden	hidden_probe	cot_8		platt_0p5	test	validation_calibrator	False	4038	2019	2019	0.5	0.7100049529470035	0.6968796433878157	0.7242508667657255		0.7100049529470035	0.7384635462855229	0.7408718743084753	0.6696	0.8291233283803864	0.4091134224863794	0.6191183754333829
