source	hidden_k	surface_k	comparison	hidden_rule	surface_family	hidden_test_auroc	surface_test_auroc	delta_auroc_hidden_minus_surface	delta_auroc_ci_low	delta_auroc_ci_high	delta_auroc_p_two_sided_zero	delta_auroc_holm_p	hidden_pair_rank_accuracy	surface_pair_rank_accuracy	delta_pair_rank_accuracy_hidden_minus_surface	delta_pair_rank_accuracy_ci_low	delta_pair_rank_accuracy_ci_high	delta_pair_rank_accuracy_p_two_sided_zero	delta_pair_rank_accuracy_holm_p	n_pairs	n_rows	n_rank_pairs	pool_ks	pool_positions	layer	left_dropped	left_dropped_initial	pairs_dropped_pair_complete	pairs_dropped_pair_complete_initial	right_dropped	right_dropped_initial
wildjailbreak_vanilla_harmful	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.7540763686042526	0.04199321404556666	0.028766625428905828	0.05457065750555461	0.0		0.8070827142149579	0.754581475978207	0.0525012382367509	0.038767183460993254	0.06769906067136015	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.7570153955632652	0.03616990941053089	0.024901580462361284	0.04926678903115711	0.0		0.804928604329802	0.7549516351911562	0.0499769691386458	0.036874103586719505	0.06424612722772172	0.0		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.8293369113573407	-0.03836997922437668	-0.07827270169667593	-0.00118269563711914	0.048		0.7763157894736842	0.8157894736842105	-0.03947368421052633	-0.0848419540229885	0.010315688775510186	0.144		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.8002706335380994	-0.004201050888280045	-0.015544112138252714	0.008344820294375301	0.476		0.8070827142149579	0.8197127290737989	-0.012630014858840966	-0.027297267861588242	0.001956181533646295	0.108		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.801760402237017	-0.00857509726322081	-0.02008117132139013	0.002361856735100154	0.124		0.804928604329802	0.8194380469829572	-0.014509442653155236	-0.027503258240942595	0.0	0.06		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.7994286703601108	-0.008461738227146798	-0.04963804968836569	0.03135225502077563	0.696		0.7763157894736842	0.8223684210526315	-0.046052631578947345	-0.10695224719101118	0.005322580645161299	0.116		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.8084607815647339	-0.01239119891491458	-0.02351547740742294	-0.0010517407560321854	0.032		0.8070827142149579	0.8345715700842001	-0.027488855869242212	-0.042715489575239775	-0.01426998162075113	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.8076576181867212	-0.014472313212925081	-0.025498255871066158	-0.0046648208737893855	0.004		0.804928604329802	0.8337171810225702	-0.028788576692768242	-0.043206639939386705	-0.0156120261375862	0.0		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.8336651662049861	-0.04269823407202211	-0.08304189750692523	-0.00043120238919665873	0.052		0.7763157894736842	0.8223684210526315	-0.046052631578947345	-0.09426809210526313	0.009854882547078224	0.128		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.8507049547378164	-0.05463537208799707	-0.06563686643552918	-0.044517042896838645	0.0		0.8070827142149579	0.8749380881624567	-0.06785537394749874	-0.0814833296448878	-0.05467980135463656	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.8495431275421732	-0.05635782256837707	-0.0673426655882862	-0.04537694179016099	0.0	0.0	0.804928604329802	0.8712574850299402	-0.0663288807001382	-0.07890501339340072	-0.05407407407407411	0.0	0.0	2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
