source	hidden_k	surface_k	comparison	hidden_rule	surface_family	hidden_test_auroc	surface_test_auroc	delta_auroc_hidden_minus_surface	delta_auroc_ci_low	delta_auroc_ci_high	delta_auroc_p_two_sided_zero	delta_auroc_holm_p	hidden_pair_rank_accuracy	surface_pair_rank_accuracy	delta_pair_rank_accuracy_hidden_minus_surface	delta_pair_rank_accuracy_ci_low	delta_pair_rank_accuracy_ci_high	delta_pair_rank_accuracy_p_two_sided_zero	delta_pair_rank_accuracy_holm_p	n_pairs	n_rows	n_rank_pairs	pool_ks	initial_left_dropped	initial_pairs_after	initial_pairs_before	initial_pairs_dropped_pair_complete	initial_right_dropped	initial_rows_after_pair_complete	pairs_dropped_pair_complete
harmbench_standard	32	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8023718836565097	0.8293369113573407	-0.02696502770083098	-0.06448504587950145	0.008100328947368451	0.124		0.7763157894736842	0.8157894736842105	-0.03947368421052633	-0.09426809210526313	0.01571134868421049	0.2		152	304	152	4,8,16,32	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	32	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8146676655968399	0.8002706335380994	0.014397032058740544	0.005146226008932995	0.0239960868284237	0.008		0.8095591877166914	0.8197127290737989	-0.010153541357107443	-0.022986531171370606	0.0027360820113738298	0.112		2019	4038	2019	4,8,16,32	0	2019	2019	0	0	4038	0
pooled	32	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137620164129099	0.801760402237017	0.01200161417589296	0.0029178913193702526	0.022538888314855978	0.016		0.8072316904652234	0.8194380469829572	-0.01220635651773383	-0.023401689035582547	0.0014647356130290889	0.088		2171	4342	2171	4,8,16,32							0
harmbench_standard	32	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8023718836565097	0.7994286703601108	0.0029432132963989055	-0.03593966412742379	0.036781509695290815	0.872		0.7763157894736842	0.8223684210526315	-0.046052631578947345	-0.0957446808510638	0.010638297872340385	0.168		152	304	152	4,8,16,32	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	32	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8146676655968399	0.8084607815647339	0.006206884032106008	-0.003982458251366822	0.015917956603941606	0.224		0.8095591877166914	0.8345715700842001	-0.02501238236750869	-0.038086656949579197	-0.011917932164429117	0.0		2019	4038	2019	4,8,16,32	0	2019	2019	0	0	4038	0
pooled	32	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137620164129099	0.8076576181867212	0.00610439822618869	-0.0034027514188220112	0.015301814080799154	0.224	0.448	0.8072316904652234	0.8337171810225702	-0.026485490557346836	-0.03904145106266102	-0.014472383369591444	0.004	0.008	2171	4342	2171	4,8,16,32							0
harmbench_standard	32	64	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8023718836565097	0.8336651662049861	-0.03129328254847641	-0.0708800424168975	0.004386686288088584	0.1		0.7763157894736842	0.8223684210526315	-0.046052631578947345	-0.10606060606060608	0.010638297872340444	0.104		152	304	152	4,8,16,32	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	32	64	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8146676655968399	0.8507049547378164	-0.03603728914097648	-0.04599845916492676	-0.027316385864745524	0.0		0.8095591877166914	0.8749380881624567	-0.06537890044576522	-0.07839038868108639	-0.05294340108654923	0.0		2019	4038	2019	4,8,16,32	0	2019	2019	0	0	4038	0
pooled	32	64	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137620164129099	0.8495431275421732	-0.0357811111292633	-0.04611942716275272	-0.02590541200842483	0.0		0.8072316904652234	0.8712574850299402	-0.0640257945647168	-0.07794845476261573	-0.05081884483813019	0.0		2171	4342	2171	4,8,16,32							0
harmbench_standard	64	4	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137551939058172	0.7614915166204986	0.052263677285318555	0.005408695463988916	0.09948818386426589	0.024		0.8026315789473685	0.7269736842105263	0.07565789473684215	0.015296875000000008	0.1269390331890332	0.012		152	304	152	4,8,16,32,64	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	64	4	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8299667276769648	0.730405010743651	0.09956171693331373	0.08691983180586808	0.11233008742356232	0.0		0.8345715700842001	0.715948489351164	0.11862308073303618	0.10308585665281865	0.13385700274653559	0.0		2019	4038	2019	4,8,16,32,64	0	2019	2019	0	0	4038	0
pooled	64	4	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8289374551396799	0.7323279246700943	0.09660953046958554	0.08330845484031048	0.10963052016648418	0.0		0.8323353293413174	0.7167204053431598	0.11561492399815754	0.10170611815415014	0.13030066644042257	0.0		2171	4342	2171	4,8,16,32,64							0
harmbench_standard	64	8	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137551939058172	0.7996234418282548	0.014131752077562343	-0.02258375173130195	0.05294754155124649	0.456		0.8026315789473685	0.7598684210526315	0.04276315789473695	-0.010423223005968528	0.09116641337386017	0.144		152	304	152	4,8,16,32,64	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	64	8	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8299667276769648	0.7540763686042526	0.07589035907271213	0.06405781406504475	0.0882551312310171	0.0		0.8345715700842001	0.754581475978207	0.07999009410599311	0.06504211989349598	0.0942325581897296	0.0		2019	4038	2019	4,8,16,32,64	0	2019	2019	0	0	4038	0
pooled	64	8	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8289374551396799	0.7570153955632652	0.07192205957641462	0.06011791832838596	0.08159806065507792	0.0		0.8323353293413174	0.7549516351911562	0.07738369415016122	0.06383292098468224	0.09115886654822082	0.0		2171	4342	2171	4,8,16,32,64							0
harmbench_standard	64	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137551939058172	0.8293369113573407	-0.01558171745152348	-0.05068711045706371	0.017902203081717447	0.376		0.8026315789473685	0.8157894736842105	-0.013157894736842035	-0.06182815938839334	0.04169289202387409	0.724		152	304	152	4,8,16,32,64	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	64	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8299667276769648	0.8002706335380994	0.029696094138865425	0.01820162026866613	0.040603414417908504	0.0		0.8345715700842001	0.8197127290737989	0.014858841010401247	0.0011690465559190428	0.029025313441431853	0.032		2019	4038	2019	4,8,16,32,64	0	2019	2019	0	0	4038	0
pooled	64	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8289374551396799	0.801760402237017	0.027177052902662924	0.017352051380355876	0.03739018172421056	0.0		0.8323353293413174	0.8194380469829572	0.012897282358360185	-0.0005538919313464585	0.024812129179577154	0.068		2171	4342	2171	4,8,16,32,64							0
harmbench_standard	64	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137551939058172	0.7994286703601108	0.014326523545706404	-0.02268330159279777	0.052837171052631526	0.472		0.8026315789473685	0.8223684210526315	-0.019736842105263053	-0.07261278195488725	0.03125	0.532		152	304	152	4,8,16,32,64	0	152	152	0	0	304	0
wildjailbreak_vanilla_harmful	64	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8299667276769648	0.8084607815647339	0.02150594611223089	0.010815430723628274	0.030758251661224322	0.0		0.8345715700842001	0.8345715700842001	0.0	-0.015165148232511232	0.013775513206836494	0.952		2019	4038	2019	4,8,16,32,64	0	2019	2019	0	0	4038	0
pooled	64	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8289374551396799	0.8076576181867212	0.021279836952958653	0.01210677801113932	0.030948502315073644	0.0		0.8323353293413174	0.8337171810225702	-0.0013818516812528214	-0.01600119749013682	0.01219014079897362	0.848		2171	4342	2171	4,8,16,32,64							0
harmbench_standard	64	64	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.8137551939058172	0.8336651662049861	-0.01990997229916891	-0.05127791724376725	0.010800077908587282	0.192		0.8026315789473685	0.8223684210526315	-0.019736842105263053	-0.06862745098039214	0.03001800180017995	0.596		152	304	152	4,8,16,32,64	0	152	152	0	0	304	0
