model	position	layer	train_n	val_n	test_n	val_auroc	val_recall	val_fpr	test_auroc	test_auprc	test_recall	test_fpr	threshold	reasoningshield_test_n	reasoningshield_test_auroc	reasoningshield_test_auprc	reasoningshield_test_recall	reasoningshield_test_fpr
linear	cot_7	21	8884	1128	1135	0.95967	0.810714	0.0400943	0.959207	0.898112	0.773196	0.0556872	0.828354	1722	0.884637	0.773975	0.654369	0.108534
linear	cot_7	22	8884	1128	1135	0.955997	0.796429	0.0471698	0.961181	0.898832	0.780069	0.0545024	0.827655	1722	0.886791	0.79085	0.673786	0.100249
linear	cot_7	24	8884	1128	1135	0.954115	0.753571	0.0495283	0.955721	0.895259	0.75945	0.0473934	0.839033	1722	0.880331	0.776319	0.671845	0.106048
linear	cot_7	25	8884	1128	1135	0.951482	0.764286	0.0471698	0.957725	0.887978	0.745704	0.056872	0.822956	1722	0.876333	0.767095	0.675728	0.124275
linear	cot_7	28	8884	1128	1135	0.953988	0.785714	0.0495283	0.958938	0.886598	0.735395	0.0556872	0.82	1722	0.879967	0.772155	0.691262	0.11599
linear	cot_7	32	8884	1128	1135	0.951904	0.785714	0.0495283	0.962513	0.894652	0.773196	0.0509479	0.84	1722	0.87062	0.764349	0.673786	0.106877
linear	cot_8	7	8884	1128	1135	0.947145	0.725	0.0495283	0.943653	0.844733	0.704467	0.0616114	0.84	1722	0.866825	0.740768	0.629126	0.10522
linear	cot_8	8	8884	1128	1135	0.947696	0.714286	0.0483491	0.943466	0.852612	0.680412	0.056872	0.855785	1722	0.868542	0.740936	0.613592	0.0969345
linear	cot_8	14	8884	1128	1135	0.952481	0.785714	0.0495283	0.959488	0.886373	0.766323	0.0556872	0.818853	1722	0.895545	0.79141	0.704854	0.109362
linear	cot_8	16	8884	1128	1135	0.940532	0.789286	0.0459906	0.955677	0.877285	0.749141	0.0616114	0.81	1722	0.89183	0.787219	0.716505	0.116819
linear	cot_8	17	8884	1128	1135	0.941611	0.778571	0.0436321	0.956019	0.878787	0.766323	0.056872	0.820475	1722	0.893855	0.794479	0.685437	0.107705
linear	cot_8	20	8884	1128	1135	0.940735	0.746429	0.0471698	0.960347	0.885205	0.797251	0.063981	0.818494	1722	0.886423	0.789736	0.660194	0.101906
linear	cot_8	21	8884	1128	1135	0.941943	0.760714	0.0471698	0.959097	0.880066	0.773196	0.0604265	0.825735	1722	0.878999	0.774803	0.631068	0.111019
linear	cot_8	22	8884	1128	1135	0.943885	0.771429	0.0495283	0.962093	0.88825	0.780069	0.0533175	0.828714	1722	0.881066	0.783329	0.648544	0.104391
linear	cot_8	24	8884	1128	1135	0.933411	0.757143	0.0459906	0.954655	0.874536	0.766323	0.0545024	0.822625	1722	0.880974	0.772407	0.650485	0.108534
linear	cot_8	25	8884	1128	1135	0.943165	0.75	0.0495283	0.953824	0.872476	0.742268	0.0545024	0.833401	1722	0.877832	0.767376	0.617476	0.0952775
linear	cot_8	28	8884	1128	1135	0.947342	0.789286	0.0471698	0.957818	0.872247	0.745704	0.0687204	0.808611	1722	0.873548	0.766777	0.666019	0.115162
linear	cot_8	32	8884	1128	1135	0.945228	0.753571	0.0495283	0.958686	0.880932	0.776632	0.0592417	0.82	1722	0.882649	0.7759	0.700971	0.100249
