model	position	layer	train_n	val_n	test_n	val_auroc	val_recall	val_fpr	test_auroc	test_auprc	test_recall	test_fpr	threshold	reasoningshield_test_n	reasoningshield_test_auroc	reasoningshield_test_auprc	reasoningshield_test_recall	reasoningshield_test_fpr
linear	cot_24	32	4703	588	587	0.918321	0.57971	0.0462428	0.890853	0.594254	0.602941	0.0693642	0.868827	337	0.671979	0.340251	0.352113	0.180451
linear	cot_32	7	4699	588	587	0.910335	0.478261	0.0481696	0.931713	0.637117	0.544118	0.0366089	0.87939	336	0.7789	0.435708	0.422535	0.132075
linear	cot_32	8	4699	588	587	0.932479	0.565217	0.0481696	0.935509	0.661542	0.647059	0.0500963	0.878946	336	0.785703	0.502802	0.507042	0.150943
linear	cot_32	14	4699	588	587	0.954651	0.652174	0.0462428	0.939675	0.696167	0.647059	0.0404624	0.875681	336	0.847834	0.655386	0.605634	0.101887
linear	cot_32	16	4699	588	587	0.953031	0.695652	0.044316	0.940893	0.775128	0.705882	0.0385356	0.88	336	0.841191	0.609072	0.591549	0.101887
linear	cot_32	17	4699	588	587	0.949708	0.652174	0.044316	0.942423	0.696288	0.720588	0.044316	0.866655	336	0.833059	0.623722	0.577465	0.116981
linear	cot_32	20	4699	588	587	0.940354	0.695652	0.0462428	0.927519	0.668364	0.705882	0.0385356	0.86	336	0.81047	0.545317	0.507042	0.116981
linear	cot_32	21	4699	588	587	0.935076	0.652174	0.0462428	0.92375	0.661003	0.647059	0.0481696	0.869366	336	0.795429	0.554335	0.464789	0.116981
linear	cot_32	22	4699	588	587	0.939991	0.637681	0.0462428	0.92137	0.66569	0.632353	0.0462428	0.874992	336	0.810842	0.554562	0.464789	0.116981
linear	cot_32	24	4699	588	587	0.937282	0.666667	0.0481696	0.923694	0.635874	0.661765	0.061657	0.865549	336	0.795589	0.524703	0.507042	0.150943
linear	cot_32	25	4699	588	587	0.942727	0.637681	0.044316	0.928879	0.659827	0.661765	0.0578035	0.864325	336	0.785331	0.526816	0.492958	0.169811
linear	cot_32	28	4699	588	587	0.926838	0.536232	0.0423892	0.920095	0.637697	0.5	0.0289017	0.897409	336	0.793994	0.498552	0.394366	0.109434
linear	cot_32	32	4699	588	587	0.904415	0.536232	0.0423892	0.917998	0.655864	0.514706	0.0289017	0.889391	336	0.753016	0.45015	0.352113	0.132075
linear	cot_48	7	4683	587	587	0.897655	0.565217	0.0482625	0.931174	0.659634	0.5	0.0385356	0.872913	335	0.739223	0.50515	0.464789	0.170455
linear	cot_48	8	4683	587	587	0.911449	0.594203	0.0405405	0.932846	0.680736	0.544118	0.0423892	0.868173	335	0.739437	0.495528	0.507042	0.162879
linear	cot_48	14	4683	587	587	0.949191	0.724638	0.0482625	0.952199	0.705503	0.705882	0.0597303	0.842852	335	0.819889	0.642225	0.633803	0.151515
linear	cot_48	16	4683	587	587	0.934839	0.666667	0.0482625	0.950272	0.743719	0.647059	0.0404624	0.87	335	0.803724	0.575783	0.56338	0.136364
linear	cot_48	17	4683	587	587	0.938588	0.681159	0.046332	0.952936	0.700676	0.705882	0.0423892	0.857186	335	0.77134	0.482823	0.56338	0.159091
linear	cot_48	20	4683	587	587	0.933384	0.550725	0.0405405	0.946022	0.711601	0.617647	0.0404624	0.881802	335	0.747066	0.458216	0.422535	0.113636
linear	cot_48	21	4683	587	587	0.935146	0.550725	0.0444015	0.944662	0.7001	0.632353	0.044316	0.88	335	0.747813	0.450461	0.43662	0.0909091
linear	cot_48	22	4683	587	587	0.932936	0.521739	0.0289575	0.945143	0.675201	0.470588	0.0289017	0.906701	335	0.742851	0.447962	0.309859	0.0568182
linear	cot_48	24	4683	587	587	0.928711	0.536232	0.0444015	0.933243	0.691052	0.617647	0.0366089	0.879842	335	0.741571	0.414378	0.352113	0.102273
linear	cot_48	25	4683	587	587	0.922304	0.57971	0.0482625	0.926159	0.668316	0.661765	0.0500963	0.87	335	0.741624	0.420079	0.422535	0.128788
linear	cot_48	28	4683	587	587	0.922192	0.536232	0.0482625	0.916752	0.643924	0.647059	0.0520231	0.868187	335	0.721031	0.401331	0.450704	0.132576
linear	cot_48	32	4683	587	587	0.925214	0.521739	0.0444015	0.899949	0.600365	0.441176	0.044316	0.886462	335	0.699797	0.408276	0.380282	0.155303
linear	cot_64	7	4656	586	584	0.9131	0.565217	0.0444874	0.937899	0.674987	0.632353	0.0503876	0.86522	334	0.737803	0.396437	0.478873	0.190114
linear	cot_64	8	4656	586	584	0.931685	0.565217	0.0444874	0.943941	0.747477	0.705882	0.0426357	0.876468	334	0.761313	0.438267	0.408451	0.144487
linear	cot_64	14	4656	586	584	0.960671	0.652174	0.040619	0.950353	0.707642	0.735294	0.0620155	0.874472	334	0.85969	0.606991	0.549296	0.0798479
linear	cot_64	16	4656	586	584	0.948729	0.681159	0.0464217	0.943542	0.724246	0.75	0.0639535	0.851791	334	0.840411	0.626454	0.619718	0.140684
linear	cot_64	17	4656	586	584	0.949233	0.652174	0.0464217	0.944055	0.669372	0.735294	0.0620155	0.86	334	0.836663	0.592679	0.56338	0.114068
linear	cot_64	20	4656	586	584	0.937964	0.608696	0.0464217	0.93408	0.679053	0.676471	0.0484496	0.859733	334	0.825363	0.573728	0.605634	0.125475
linear	cot_64	21	4656	586	584	0.938553	0.695652	0.0425532	0.934907	0.646593	0.691176	0.0562016	0.85884	334	0.801799	0.53104	0.549296	0.125475
linear	cot_64	22	4656	586	584	0.939814	0.637681	0.0444874	0.93807	0.670781	0.647059	0.0484496	0.863447	334	0.804745	0.507097	0.56338	0.155894
linear	cot_64	24	4656	586	584	0.929555	0.637681	0.0464217	0.933995	0.608266	0.617647	0.0542636	0.854353	334	0.796765	0.512316	0.591549	0.1673
linear	cot_64	25	4656	586	584	0.927648	0.608696	0.0483559	0.925416	0.587744	0.573529	0.0542636	0.857728	334	0.783163	0.483149	0.521127	0.205323
linear	cot_64	28	4656	586	584	0.927172	0.608696	0.0483559	0.919631	0.591831	0.544118	0.0465116	0.868353	334	0.790982	0.52264	0.535211	0.148289
linear	cot_64	32	4656	586	584	0.902896	0.478261	0.0425532	0.891558	0.536789	0.485294	0.0368217	0.876509	334	0.746372	0.496353	0.492958	0.140684
linear	cot_96	7	4581	580	583	0.920417	0.565217	0.0430528	0.914563	0.635105	0.5	0.0330097	0.875786	331	0.717714	0.416731	0.309859	0.126923
linear	cot_96	8	4581	580	583	0.912646	0.565217	0.0489237	0.935922	0.664936	0.529412	0.0466019	0.864257	331	0.740899	0.471852	0.43662	0.123077
linear	cot_96	14	4581	580	583	0.940753	0.724638	0.0469667	0.951656	0.703565	0.647059	0.0466019	0.855103	331	0.786566	0.519364	0.478873	0.107692
linear	cot_96	16	4581	580	583	0.925012	0.681159	0.0469667	0.941947	0.668485	0.617647	0.038835	0.867613	331	0.792091	0.531775	0.492958	0.123077
linear	cot_96	17	4581	580	583	0.928954	0.681159	0.0489237	0.945488	0.688619	0.617647	0.0466019	0.858055	331	0.785374	0.48958	0.56338	0.146154
linear	cot_96	20	4581	580	583	0.92592	0.666667	0.0469667	0.927556	0.629588	0.529412	0.0485437	0.86	331	0.737757	0.463968	0.450704	0.173077
linear	cot_96	21	4581	580	583	0.918035	0.623188	0.0450098	0.928527	0.626716	0.5	0.0407767	0.859214	331	0.751517	0.491985	0.577465	0.165385
linear	cot_96	22	4581	580	583	0.927522	0.608696	0.0450098	0.920388	0.642582	0.514706	0.0407767	0.87	331	0.769339	0.491981	0.535211	0.157692
linear	cot_96	24	4581	580	583	0.930032	0.623188	0.0489237	0.922187	0.637494	0.544118	0.0330097	0.862294	331	0.814789	0.565465	0.577465	0.161538
linear	cot_96	25	4581	580	583	0.924927	0.550725	0.0469667	0.910137	0.626189	0.514706	0.0330097	0.86692	331	0.796046	0.508582	0.535211	0.142308
linear	cot_96	28	4581	580	583	0.920985	0.492754	0.0450098	0.907681	0.610997	0.470588	0.0330097	0.88	331	0.777844	0.512449	0.535211	0.119231
linear	cot_96	32	4581	580	583	0.903401	0.492754	0.0469667	0.886208	0.512068	0.397059	0.0485437	0.871691	331	0.777248	0.489659	0.43662	0.107692
linear	cot_128	7	4537	574	578	0.932099	0.666667	0.0475248	0.897376	0.494698	0.588235	0.0823529	0.829506	327	0.784325	0.479664	0.628571	0.22179
linear	cot_128	8	4537	574	578	0.940049	0.724638	0.049505	0.908968	0.569489	0.691176	0.1	0.813061	327	0.789494	0.524481	0.628571	0.245136
linear	cot_128	14	4537	574	578	0.956493	0.855072	0.0475248	0.951384	0.749435	0.823529	0.0862745	0.815475	327	0.866315	0.686412	0.771429	0.194553
linear	cot_128	16	4537	574	578	0.944985	0.710145	0.0475248	0.928662	0.692196	0.720588	0.0588235	0.84	327	0.852807	0.632148	0.714286	0.163424
linear	cot_128	17	4537	574	578	0.955489	0.753623	0.0475248	0.930479	0.704345	0.661765	0.0568627	0.838178	327	0.865036	0.617071	0.671429	0.171206
linear	cot_128	20	4537	574	578	0.94685	0.768116	0.049505	0.924279	0.695081	0.720588	0.0490196	0.844148	327	0.825181	0.563339	0.585714	0.136187
linear	cot_128	21	4537	574	578	0.940738	0.681159	0.0475248	0.919752	0.666328	0.661765	0.0470588	0.848639	327	0.810784	0.508971	0.557143	0.14786
linear	cot_128	22	4537	574	578	0.933075	0.652174	0.049505	0.914216	0.63869	0.617647	0.0568627	0.85	327	0.790384	0.464068	0.485714	0.171206
linear	cot_128	24	4537	574	578	0.929029	0.594203	0.0475248	0.911765	0.629417	0.529412	0.0431373	0.86849	327	0.770984	0.441642	0.457143	0.132296
linear	cot_128	25	4537	574	578	0.922399	0.608696	0.049505	0.903979	0.604527	0.5	0.0470588	0.866501	327	0.766815	0.408845	0.442857	0.163424
linear	cot_128	28	4537	574	578	0.913818	0.536232	0.049505	0.894781	0.629972	0.485294	0.0254902	0.873672	327	0.753307	0.415095	0.385714	0.155642
linear	cot_128	32	4537	574	578	0.917578	0.521739	0.0455446	0.889418	0.60555	0.5	0.0509804	0.88248	327	0.748694	0.459658	0.457143	0.116732
