source	hidden_k	surface_k	comparison	hidden_rule	surface_family	hidden_test_auroc	surface_test_auroc	delta_auroc_hidden_minus_surface	delta_auroc_ci_low	delta_auroc_ci_high	delta_auroc_p_two_sided_zero	delta_auroc_holm_p	hidden_pair_rank_accuracy	surface_pair_rank_accuracy	delta_pair_rank_accuracy_hidden_minus_surface	delta_pair_rank_accuracy_ci_low	delta_pair_rank_accuracy_ci_high	delta_pair_rank_accuracy_p_two_sided_zero	delta_pair_rank_accuracy_holm_p	n_pairs	n_rows	n_rank_pairs	pool_ks	initial_left_dropped	initial_pairs_after	initial_pairs_before	initial_pairs_dropped_pair_complete	initial_right_dropped	initial_rows_after_pair_complete	pairs_dropped_pair_complete
reasoningshield	64	4	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7617776787703274	0.6747828024058811	0.08699487636444636	0.058576743149921985	0.11746636221875696	0.0		0.744776119402985	0.6791044776119403	0.06567164179104479	0.035788541286912175	0.10416666666666669	0.0		335	670	335	4,8,16,32,64	0	335	335	0	0	670	0
pooled	64	4	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.761056110897518	0.6645374108248964	0.09651870007262164	0.07590206357597508	0.1197657351339229	0.0		0.7450980392156863	0.6658496732026143	0.07924836601307195	0.05245145924389211	0.10331898150860136	0.0		612	1224	612	4,8,16,32,64							0
strongreject_full	64	8	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7655580028411683	0.7177208096026274	0.047837193238540854	0.02204886679091348	0.07684154622111586	0.008		0.7454873646209387	0.6895306859205776	0.05595667870036103	0.01208287696239504	0.09630346820809246	0.012		277	554	277	4,8,16,32,64	0	277	277	0	0	554	0
reasoningshield	64	8	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7617776787703274	0.7034617955001113	0.058315883270216085	0.03158164401871237	0.08436333259077744	0.0		0.744776119402985	0.6895522388059702	0.055223880597014885	0.016051701281484705	0.09134695579649708	0.004		335	670	335	4,8,16,32,64	0	335	335	0	0	670	0
pooled	64	8	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.761056110897518	0.7068862403349139	0.05416987056260414	0.038305412715195	0.07208151779230206	0.0		0.7450980392156863	0.6895424836601307	0.05555555555555558	0.029879773691654895	0.08006355056489398	0.0		612	1224	612	4,8,16,32,64							0
strongreject_full	64	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7655580028411683	0.7436757940283335	0.021882208812834758	-0.005129090695825611	0.04850072984138983	0.112		0.7454873646209387	0.7021660649819494	0.04332129963898923	-0.002818292915185369	0.08333333333333326	0.072		277	554	277	4,8,16,32,64	0	277	277	0	0	554	0
reasoningshield	64	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7617776787703274	0.740815326353308	0.02096235241701938	-0.0015888839385163572	0.042562263310314076	0.072		0.744776119402985	0.7104477611940299	0.03432835820895519	-0.0036349516797054447	0.06922106402369557	0.112		335	670	335	4,8,16,32,64	0	335	335	0	0	670	0
pooled	64	16	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.761056110897518	0.7366490986372762	0.02440701226024178	0.009478959748387417	0.040661811429364716	0.0		0.7450980392156863	0.7066993464052288	0.03839869281045749	0.014005671120460165	0.07016480934479057	0.008		612	1224	612	4,8,16,32,64							0
strongreject_full	64	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7655580028411683	0.7531572156550979	0.012400787186070406	-0.012122046423125563	0.03873747214221481	0.276		0.7454873646209387	0.7148014440433214	0.03068592057761732	-0.014309516808781779	0.07468438353553951	0.204		277	554	277	4,8,16,32,64	0	277	277	0	0	554	0
reasoningshield	64	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7617776787703274	0.7628202272220984	-0.001042548451770986	-0.024023501893517523	0.020391401202940574	0.94		0.744776119402985	0.7686567164179104	-0.023880597014925398	-0.06067961165048541	0.014163792144208253	0.3		335	670	335	4,8,16,32,64	0	335	335	0	0	670	0
pooled	64	32	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.761056110897518	0.748527542825409	0.012528568072109003	-0.0036956939638600333	0.02946422850185824	0.148		0.7450980392156863	0.744281045751634	0.0008169934640522847	-0.029222751322751303	0.03272702041487632	0.972		612	1224	612	4,8,16,32,64							0
strongreject_full	64	64	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7655580028411683	0.7970454456593986	-0.03148744281823035	-0.057832436236625026	-0.004518500175943906	0.012		0.7454873646209387	0.8032490974729242	-0.05776173285198549	-0.10142353837364317	-0.017388929963704787	0.0		277	554	277	4,8,16,32,64	0	277	277	0	0	554	0
reasoningshield	64	64	pooled_hidden_minus_surface	zmean_cumulative_val_stats	char_tfidf	0.7617776787703274	0.7806861216306527	-0.018908442860325225	-0.04423479616841173	0.006639340610380891	0.152		0.744776119402985	0.7985074626865671	-0.05373134328358209	-0.09311941251596421	-0.018729706011408546	0.008		335	670	335	4,8,16,32,64	0	335	335	0	0	670	0
