source	k	split	bin_high	bin_low	count	label
harmbench_standard	8	test	-1.5999999999999996	-2.0	2	1
harmbench_standard	8	test	-1.1999999999999997	-1.5999999999999996	4	1
harmbench_standard	8	test	-0.7999999999999998	-1.1999999999999997	4	1
harmbench_standard	8	test	-0.3999999999999999	-0.7999999999999998	1	1
harmbench_standard	8	test	0.0	-0.3999999999999999	9	1
harmbench_standard	8	test	0.40000000000000036	0.0	9	1
harmbench_standard	8	test	0.8000000000000007	0.40000000000000036	46	1
harmbench_standard	8	test	1.2000000000000002	0.8000000000000007	49	1
harmbench_standard	8	test	1.6000000000000005	1.2000000000000002	25	1
harmbench_standard	8	test	2.0	1.6000000000000005	3	1
harmbench_standard	8	test	2.4000000000000004	2.0	0	1
harmbench_standard	8	test	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	8	test	3.2	2.8000000000000007	0	1
harmbench_standard	8	test	3.6000000000000005	3.2	0	1
harmbench_standard	8	test	4.0	3.6000000000000005	0	1
harmbench_standard	16	val	-3.6	-4.0	0	0
harmbench_standard	16	val	-3.2	-3.6	0	0
harmbench_standard	16	val	-2.8	-3.2	0	0
harmbench_standard	16	val	-2.4	-2.8	0	0
harmbench_standard	16	val	-2.0	-2.4	5	0
harmbench_standard	16	val	-1.5999999999999996	-2.0	6	0
harmbench_standard	16	val	-1.1999999999999997	-1.5999999999999996	14	0
harmbench_standard	16	val	-0.7999999999999998	-1.1999999999999997	22	0
harmbench_standard	16	val	-0.3999999999999999	-0.7999999999999998	19	0
harmbench_standard	16	val	0.0	-0.3999999999999999	14	0
harmbench_standard	16	val	0.40000000000000036	0.0	12	0
harmbench_standard	16	val	0.8000000000000007	0.40000000000000036	18	0
harmbench_standard	16	val	1.2000000000000002	0.8000000000000007	12	0
harmbench_standard	16	val	1.6000000000000005	1.2000000000000002	7	0
harmbench_standard	16	val	2.0	1.6000000000000005	3	0
harmbench_standard	16	val	2.4000000000000004	2.0	0	0
harmbench_standard	16	val	2.8000000000000007	2.4000000000000004	0	0
harmbench_standard	16	val	3.2	2.8000000000000007	0	0
harmbench_standard	16	val	3.6000000000000005	3.2	0	0
harmbench_standard	16	val	4.0	3.6000000000000005	0	0
harmbench_standard	16	val	-3.6	-4.0	0	1
harmbench_standard	16	val	-3.2	-3.6	0	1
harmbench_standard	16	val	-2.8	-3.2	0	1
harmbench_standard	16	val	-2.4	-2.8	0	1
harmbench_standard	16	val	-2.0	-2.4	0	1
harmbench_standard	16	val	-1.5999999999999996	-2.0	2	1
harmbench_standard	16	val	-1.1999999999999997	-1.5999999999999996	4	1
harmbench_standard	16	val	-0.7999999999999998	-1.1999999999999997	11	1
harmbench_standard	16	val	-0.3999999999999999	-0.7999999999999998	16	1
harmbench_standard	16	val	0.0	-0.3999999999999999	16	1
harmbench_standard	16	val	0.40000000000000036	0.0	22	1
harmbench_standard	16	val	0.8000000000000007	0.40000000000000036	19	1
harmbench_standard	16	val	1.2000000000000002	0.8000000000000007	16	1
harmbench_standard	16	val	1.6000000000000005	1.2000000000000002	19	1
harmbench_standard	16	val	2.0	1.6000000000000005	7	1
harmbench_standard	16	val	2.4000000000000004	2.0	0	1
harmbench_standard	16	val	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	16	val	3.2	2.8000000000000007	0	1
harmbench_standard	16	val	3.6000000000000005	3.2	0	1
harmbench_standard	16	val	4.0	3.6000000000000005	0	1
harmbench_standard	16	test	-3.6	-4.0	0	0
harmbench_standard	16	test	-3.2	-3.6	0	0
harmbench_standard	16	test	-2.8	-3.2	0	0
harmbench_standard	16	test	-2.4	-2.8	0	0
harmbench_standard	16	test	-2.0	-2.4	8	0
harmbench_standard	16	test	-1.5999999999999996	-2.0	11	0
harmbench_standard	16	test	-1.1999999999999997	-1.5999999999999996	12	0
harmbench_standard	16	test	-0.7999999999999998	-1.1999999999999997	29	0
harmbench_standard	16	test	-0.3999999999999999	-0.7999999999999998	20	0
harmbench_standard	16	test	0.0	-0.3999999999999999	10	0
harmbench_standard	16	test	0.40000000000000036	0.0	20	0
harmbench_standard	16	test	0.8000000000000007	0.40000000000000036	13	0
harmbench_standard	16	test	1.2000000000000002	0.8000000000000007	14	0
harmbench_standard	16	test	1.6000000000000005	1.2000000000000002	7	0
harmbench_standard	16	test	2.0	1.6000000000000005	5	0
harmbench_standard	16	test	2.4000000000000004	2.0	3	0
harmbench_standard	16	test	2.8000000000000007	2.4000000000000004	0	0
harmbench_standard	16	test	3.2	2.8000000000000007	0	0
harmbench_standard	16	test	3.6000000000000005	3.2	0	0
harmbench_standard	16	test	4.0	3.6000000000000005	0	0
harmbench_standard	16	test	-3.6	-4.0	0	1
harmbench_standard	16	test	-3.2	-3.6	0	1
harmbench_standard	16	test	-2.8	-3.2	0	1
harmbench_standard	16	test	-2.4	-2.8	0	1
harmbench_standard	16	test	-2.0	-2.4	0	1
harmbench_standard	16	test	-1.5999999999999996	-2.0	1	1
harmbench_standard	16	test	-1.1999999999999997	-1.5999999999999996	6	1
harmbench_standard	16	test	-0.7999999999999998	-1.1999999999999997	9	1
harmbench_standard	16	test	-0.3999999999999999	-0.7999999999999998	15	1
harmbench_standard	16	test	0.0	-0.3999999999999999	17	1
harmbench_standard	16	test	0.40000000000000036	0.0	29	1
harmbench_standard	16	test	0.8000000000000007	0.40000000000000036	20	1
harmbench_standard	16	test	1.2000000000000002	0.8000000000000007	23	1
harmbench_standard	16	test	1.6000000000000005	1.2000000000000002	22	1
harmbench_standard	16	test	2.0	1.6000000000000005	9	1
harmbench_standard	16	test	2.4000000000000004	2.0	1	1
harmbench_standard	16	test	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	16	test	3.2	2.8000000000000007	0	1
harmbench_standard	16	test	3.6000000000000005	3.2	0	1
harmbench_standard	16	test	4.0	3.6000000000000005	0	1
harmbench_standard	32	val	-3.6	-4.0	0	0
harmbench_standard	32	val	-3.2	-3.6	0	0
harmbench_standard	32	val	-2.8	-3.2	0	0
harmbench_standard	32	val	-2.4	-2.8	0	0
harmbench_standard	32	val	-2.0	-2.4	0	0
harmbench_standard	32	val	-1.5999999999999996	-2.0	13	0
harmbench_standard	32	val	-1.1999999999999997	-1.5999999999999996	15	0
harmbench_standard	32	val	-0.7999999999999998	-1.1999999999999997	28	0
harmbench_standard	32	val	-0.3999999999999999	-0.7999999999999998	20	0
harmbench_standard	32	val	0.0	-0.3999999999999999	18	0
harmbench_standard	32	val	0.40000000000000036	0.0	14	0
harmbench_standard	32	val	0.8000000000000007	0.40000000000000036	8	0
harmbench_standard	32	val	1.2000000000000002	0.8000000000000007	13	0
harmbench_standard	32	val	1.6000000000000005	1.2000000000000002	0	0
harmbench_standard	32	val	2.0	1.6000000000000005	3	0
harmbench_standard	32	val	2.4000000000000004	2.0	0	0
harmbench_standard	32	val	2.8000000000000007	2.4000000000000004	0	0
harmbench_standard	32	val	3.2	2.8000000000000007	0	0
