source	hidden_k	surface_k	comparison	hidden_rule	surface_family	hidden_test_auroc	surface_test_auroc	delta_auroc_hidden_minus_surface	delta_auroc_ci_low	delta_auroc_ci_high	delta_auroc_p_two_sided_zero	delta_auroc_holm_p	hidden_pair_rank_accuracy	surface_pair_rank_accuracy	delta_pair_rank_accuracy_hidden_minus_surface	delta_pair_rank_accuracy_ci_low	delta_pair_rank_accuracy_ci_high	delta_pair_rank_accuracy_p_two_sided_zero	delta_pair_rank_accuracy_holm_p	n_pairs	n_rows	n_rank_pairs	pool_ks	pool_positions	layer	left_dropped	left_dropped_initial	pairs_dropped_pair_complete	pairs_dropped_pair_complete_initial	right_dropped	right_dropped_initial
reasoningshield	32	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.6928803742481622	0.7628202272220984	-0.06993985297393623	-0.10161249721541551	-0.03886489195811987	0.0		0.6880597014925374	0.7686567164179104	-0.08059701492537308	-0.12173359535201643	-0.03293748339091155	0.0		335	670	335	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7070063864325686	0.748527542825409	-0.041521156392840375	-0.0666732079542057	-0.01818007363620835	0.0		0.7075163398692811	0.744281045751634	-0.03676470588235292	-0.07049592400738816	-0.0038398162357848307	0.024		612	1224	612	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
strongreject_full	32	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7267200145968278	0.7970454456593986	-0.07032543106257083	-0.10650129025531412	-0.034391006008158566	0.0		0.7310469314079422	0.8032490974729242	-0.07220216606498198	-0.11363636363636365	-0.028486201298701323	0.0		277	554	277	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
reasoningshield	32	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.6928803742481622	0.7806861216306527	-0.08780574738249047	-0.12401960347516149	-0.0547335709512141	0.0		0.6880597014925374	0.7985074626865671	-0.11044776119402977	-0.15266538381526942	-0.06368367818749285	0.0		335	670	335	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7070063864325686	0.7835848391644239	-0.07657845273185526	-0.10055320603186813	-0.05084863193643474	0.0		0.7075163398692811	0.8006535947712419	-0.09313725490196079	-0.13019154309047928	-0.059565395489301565	0.0		612	1224	612	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
strongreject_full	64	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7441514942199169	0.657678322407434	0.08647317181248293	0.042325913279203486	0.12490127591914402	0.0		0.7563176895306859	0.6498194945848376	0.10649819494584833	0.06266964285714284	0.14748737373737372	0.0		277	554	277	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
reasoningshield	64	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7117709957674315	0.6747828024058811	0.03698819336155046	-0.0014085542437068277	0.08169848518601024	0.064		0.7268656716417911	0.6791044776119403	0.047761194029850795	0.0071770334928229484	0.09137022397891967	0.024		335	670	335	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7202611709171686	0.6645374108248964	0.0557237600922722	0.03067006146140381	0.08443934491007736	0.0		0.7401960784313726	0.6658496732026143	0.07434640522875824	0.04788031776066813	0.10468433812185683	0.0		612	1224	612	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
strongreject_full	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7441514942199169	0.7177208096026274	0.02643068461728948	-0.010032223800649068	0.06263489032829836	0.112		0.7563176895306859	0.6895306859205776	0.06678700361010825	0.030718632958801458	0.10246112440191386	0.0		277	554	277	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
reasoningshield	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7117709957674315	0.7034617955001113	0.008309200267320183	-0.02792448206727559	0.045390955669414076	0.624		0.7268656716417911	0.6895522388059702	0.03731343283582089	-0.002279497239174724	0.08080486440231696	0.072		335	670	335	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7202611709171686	0.7068862403349139	0.013374930582254696	-0.010480711211499821	0.039743728373702436	0.292		0.7401960784313726	0.6895424836601307	0.05065359477124187	0.023423252279635254	0.07806805466751916	0.0		612	1224	612	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
strongreject_full	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7441514942199169	0.7436757940283335	0.0004757001915833836	-0.028734409414953966	0.027544833113946485	0.98		0.7563176895306859	0.7021660649819494	0.054151624548736454	0.00897966867469878	0.09447359486403901	0.012		277	554	277	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
reasoningshield	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7117709957674315	0.740815326353308	-0.02904433058587652	-0.06446736466919137	0.004483515259523251	0.08		0.7268656716417911	0.7104477611940299	0.016417910447761197	-0.02376263880111941	0.05690886699507389	0.508		335	670	335	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7202611709171686	0.7366490986372762	-0.016387927720107665	-0.03857190343457645	0.008413731097013984	0.148		0.7401960784313726	0.7066993464052288	0.03349673202614378	0.004643879293030735	0.06266501305483027	0.028		612	1224	612	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
strongreject_full	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7441514942199169	0.7531572156550979	-0.009005721435180969	-0.039447764209099595	0.02505392354911446	0.536		0.7563176895306859	0.7148014440433214	0.041516245487364545	-0.0029503132613992373	0.0907904595404595	0.096		277	554	277	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
reasoningshield	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7117709957674315	0.7628202272220984	-0.05104923145466689	-0.08417275562486076	-0.015169525506794384	0.008		0.7268656716417911	0.7686567164179104	-0.04179104477611939	-0.08121635443583113	-0.00235199849170437	0.044		335	670	335	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7202611709171686	0.748527542825409	-0.02826637190824044	-0.05031932162843355	-0.00342182760903925	0.028		0.7401960784313726	0.744281045751634	-0.004084967320261423	-0.0359565337763012	0.029233566026759722	0.952		612	1224	612	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
strongreject_full	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7441514942199169	0.7970454456593986	-0.05289395143948172	-0.0848334723507409	-0.025682923014766285	0.004		0.7563176895306859	0.8032490974729242	-0.04693140794223827	-0.09066512583461735	0.0	0.056		277	554	277	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
reasoningshield	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7117709957674315	0.7806861216306527	-0.06891512586322113	-0.09890231677433726	-0.03431666295388729	0.0		0.7268656716417911	0.7985074626865671	-0.07164179104477608	-0.11246794284667518	-0.02668581256490144	0.0		335	670	335	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7202611709171686	0.7835848391644239	-0.06332366824725533	-0.08439912934127905	-0.041062365169379327	0.0		0.7401960784313726	0.8006535947712419	-0.06045751633986929	-0.09168592495677162	-0.029986390520434742	0.0		612	1224	612	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
